"No.","Time","Source","Destination","Protocol","Length","Info"
"77","2.233599936","LiteonTechno_65:b5:cb","Intel_30:32:07","ARP","56","Who has 169.254.169.254? Tell 172.17.61.61"
"78","2.305470301","172.17.61.100","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"79","2.307386265","fe80::1c7b:a8d6:60ed:a476","ff02::fb","MDNS","120","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"80","2.309748791","172.17.61.50","239.255.255.250","SSDP","179","M-SEARCH * HTTP/1.1 "
"81","2.434304093","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#2] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486625135 TSecr=1867218981"
"82","2.437221138","fe80::1c7b:a8d6:60ed:a476","ff02::fb","MDNS","360","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"83","2.437459523","172.17.60.47","224.0.0.251","MDNS","117","Standard query response 0x0000 PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local"
"84","2.437465603","172.17.61.100","224.0.0.251","MDNS","340","Standard query 0x0000 PTR _companion-link._tcp.local, ""QM"" question PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local PTR Gauthamâ\200\231s MacBook Air._companion-link._tcp.local PTR Aadidevâ\200\231s iMac._companion-link._tcp.local PTR Namanâ\200\231s MacBook Air._companion-link._tcp.local PTR Nehaâ\200\231s MacBook Air._companion-link._tcp.local PTR Shivanshâ\200\231s MacBook Air._companion-link._tcp.local PTR Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"85","2.437749809","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#2] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867220006 TSecr=3486572934"
"86","2.465192325","172.17.61.226","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"87","2.526234059","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"88","2.557016879","fe80::700d:ff:fe32:d6b1","ff02::2","ICMPv6","70","Router Solicitation from 72:0d:00:32:d6:b1"
"89","2.557035865","ce:22:b5:ab:cf:45","Intel_30:32:07","ARP","56","Who has 172.17.60.1? Tell 172.17.61.133"
"90","2.565168426","fe80::c94:a8ee:5bb4:5ade","ff02::fb","MDNS","453","Standard query response 0x0000 PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49690 saankhyas-MacBook-Air.local AAAA, cache flush fe80::c94:a8ee:5bb4:5ade A, cache flush 172.17.61.226 NSEC, cache flush saankhyaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush saankhyas-MacBook-Air.local"
"91","2.565460886","172.17.61.226","224.0.0.251","MDNS","433","Standard query response 0x0000 PTR saankhyaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49690 saankhyas-MacBook-Air.local AAAA, cache flush fe80::c94:a8ee:5bb4:5ade A, cache flush 172.17.61.226 NSEC, cache flush saankhyaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush saankhyas-MacBook-Air.local"
"92","2.568991842","fe80::1455:4424:feef:4c5a","ff02::16","ICMPv6","110","Multicast Listener Report Message v2"
"93","2.568994034","172.17.61.24","224.0.0.251","MDNS","427","Standard query response 0x0000 PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::b7:1e47:f064:5c6e A, cache flush 172.17.61.24 SRV, cache flush 0 0 51190 Joshuas-MacBook-Air.local NSEC, cache flush Joshuaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Joshuas-MacBook-Air.local"
"94","2.568994521","172.17.61.23","224.0.0.251","MDNS","401","Standard query response 0x0000 PTR iPad (5)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49157 iPad-5.local AAAA, cache flush fe80::101e:aea7:4664:2de7 A, cache flush 172.17.61.23 NSEC, cache flush iPad (5)._companion-link._tcp.local NSEC, cache flush iPad-5.local"
"95","2.569295646","fe80::b7:1e47:f064:5c6e","ff02::fb","MDNS","447","Standard query response 0x0000 PTR Joshuaâ\200\231s MacBook Air._companion-link._tcp.local TXT TXT, cache flush AAAA, cache flush fe80::b7:1e47:f064:5c6e A, cache flush 172.17.61.24 SRV, cache flush 0 0 51190 Joshuas-MacBook-Air.local NSEC, cache flush Joshuaâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Joshuas-MacBook-Air.local"
"96","2.569298194","fe80::101e:aea7:4664:2de7","ff02::fb","MDNS","421","Standard query response 0x0000 PTR iPad (5)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 49157 iPad-5.local AAAA, cache flush fe80::101e:aea7:4664:2de7 A, cache flush 172.17.61.23 NSEC, cache flush iPad (5)._companion-link._tcp.local NSEC, cache flush iPad-5.local"
"97","2.590087785","172.17.60.166","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"98","2.607490907","172.17.60.129","224.0.0.251","MDNS","437","Standard query response 0x0000 TXT PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 53705 Shantnus-MacBook-Air.local AAAA, cache flush fe80::1496:27f0:b3c4:b77f A, cache flush 172.17.60.129 NSEC, cache flush Shantnuâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Shantnus-MacBook-Air.local"
"99","2.608096410","fe80::1496:27f0:b3c4:b77f","ff02::fb","MDNS","457","Standard query response 0x0000 TXT PTR Shantnuâ\200\231s MacBook Air._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 53705 Shantnus-MacBook-Air.local AAAA, cache flush fe80::1496:27f0:b3c4:b77f A, cache flush 172.17.60.129 NSEC, cache flush Shantnuâ\200\231s MacBook Air._companion-link._tcp.local NSEC, cache flush Shantnus-MacBook-Air.local"
"100","2.626004531","fe80::423:ec16:37ab:f5b1","ff02::fb","MDNS","490","Standard query response 0x0000 TXT PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 49969 Bhuvans-MacBook-Pro.local AAAA, cache flush fe80::423:ec16:37ab:f5b1 A, cache flush 172.17.60.68 NSEC, cache flush Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Bhuvans-MacBook-Pro.local"
"101","2.626458552","172.17.60.68","224.0.0.251","MDNS","470","Standard query response 0x0000 TXT PTR Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local TXT, cache flush SRV, cache flush 0 0 49969 Bhuvans-MacBook-Pro.local AAAA, cache flush fe80::423:ec16:37ab:f5b1 A, cache flush 172.17.60.68 NSEC, cache flush Bhuvanâ\200\231s MacBook Pro._companion-link._tcp.local NSEC, cache flush Bhuvans-MacBook-Pro.local"
"102","2.651745323","fe80::1455:4424:feef:4c5a","ff02::fb","MDNS","98","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question"
"103","2.651984408","172.17.61.133","224.0.0.251","MDNS","78","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question"
"104","2.706402042","fe80::106b:eb0c:f6d:c7b9","ff02::1:ffef:4c5a","ICMPv6","86","Neighbor Solicitation for fe80::1455:4424:feef:4c5a from 5a:7d:55:c9:6b:9a"
"105","2.746749495","ce:22:b5:ab:cf:45","Intel_30:32:07","ARP","56","ARP Announcement for 172.17.61.133"
"106","2.763661337","172.17.60.22","224.0.0.251","MDNS","404","Standard query response 0x0000 PTR iPad (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 52325 iPad-3.local AAAA, cache flush fe80::8cd:b67e:982d:b108 A, cache flush 172.17.60.22 NSEC, cache flush iPad (3)._companion-link._tcp.local NSEC, cache flush iPad-3.local"
"107","2.764777373","fe80::8cd:b67e:982d:b108","ff02::fb","MDNS","424","Standard query response 0x0000 PTR iPad (3)._companion-link._tcp.local TXT TXT, cache flush SRV, cache flush 0 0 52325 iPad-3.local AAAA, cache flush fe80::8cd:b67e:982d:b108 A, cache flush 172.17.60.22 NSEC, cache flush iPad (3)._companion-link._tcp.local NSEC, cache flush iPad-3.local"
"108","3.037216958","LiteonTechno_65:b5:cb","Intel_30:32:07","ARP","56","Who has 169.254.169.254? Tell 172.17.61.61"
"109","3.070956011","ce:22:b5:ab:cf:45","Intel_30:32:07","ARP","56","Who has 172.17.60.1? Tell 172.17.61.133"
"110","3.239100227","172.17.60.49","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"111","3.239113857","fe80::10e5:2a45:e038:5d6e","ff02::fb","MDNS","248","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"112","3.239647766","172.17.60.60","224.0.0.251","MDNS","228","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"113","3.458298514","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#3] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486626159 TSecr=1867220006"
"114","3.460407042","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"115","3.464035073","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#3] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867221032 TSecr=3486572934"
"116","3.650025036","172.17.60.166","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"117","3.718705638","fe80::106b:eb0c:f6d:c7b9","ff02::1:ffef:4c5a","ICMPv6","86","Neighbor Solicitation for fe80::1455:4424:feef:4c5a from 5a:7d:55:c9:6b:9a"
"118","4.098714388","172.17.61.200","57.144.151.32","TLSv1.2","149","Application Data"
"119","4.399922740","172.17.61.200","172.24.2.76","DNS","86","Standard query 0x0646 A ssl.gstatic.com OPT"
"120","4.425487551","172.17.61.200","57.144.151.32","TCP","149","[TCP Retransmission] 46126  >  443 [PSH, ACK] Seq=1 Ack=1 Win=50 Len=83 TSval=1538949251 TSecr=3716174741"
"121","4.482273025","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#4] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486627183 TSecr=1867221032"
"122","4.515071800","fe80::c09:31ad:3db9:9463","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"123","4.515074075","fe80::f2:9b37:614f:2d76","ff02::fb","MDNS","991","Standard query 0x0000 PTR _raop._tcp.local, ""QU"" question PTR 7A71B6E5E86E@Bhuvanâ\200\231s MacBook Pro._raop._tcp.local PTR 3CA6F63ADAA8@Nehaâ\200\231s MacBook Air._raop._tcp.local PTR EADAB2DD87BE@saankhyaâ\200\231s MacBook Air._raop._tcp.local PTR BAEF7D6E8922@Shantnuâ\200\231s MacBook Air._raop._tcp.local PTR 367E976F52FF@Shivanshâ\200\231s MacBook Air._raop._tcp.local PTR 16C960D9CE9E@ANUJâ\200\231s MacBook Air._raop._tcp.local PTR 829A55C06C91@Namanâ\200\231s MacBook Air._raop._tcp.local PTR C272F2DFE489@Arhamâ\200\231s MacBook Air._raop._tcp.local PTR F21323CCBD0A@Gauthamâ\200\231s MacBook Air._raop._tcp.local PTR 2A1C5861C896@Adityaâ\200\231s MacBook Air (3)._raop._tcp.local PTR C889F3AD4358@Varun VJ's Macbook Pro._raop._tcp.local PTR 1A2850C6B4E0@Prathamâ\200\231s MacBook Air._raop._tcp.local PTR 68CAC4B47B57@Joshuaâ\200\231s MacBook Air._raop._tcp.local PTR BA70F0A88B4E@Aadidevâ\200\231s iMac._raop._tcp.local PTR 02E6BB6CBF5C@ROHANâ\200\231s MacBook Air._raop._tcp.local PTR 0EB82583C07A@0X1622â\200\231s MacBook Air._raop._tcp.local PTR 0AE23E33325A@Saraâ\200\231s MacBook Air._raop._tcp.local PTR 06A439748982@Harshit's MacBook Air._raop._tcp.local"
"124","4.515086363","fe80::6846:85ff:fe99:39ac","ff02::fb","MDNS","309","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 172.17.60.125 AAAA, cache flush fe80::6846:85ff:fe99:39ac NSEC, cache flush 125.60.17.172.in-addr.arpa NSEC, cache flush C.A.9.3.9.9.E.F.F.F.5.8.6.4.8.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"125","4.516814749","172.17.61.95","224.0.0.251","MDNS","119","Standard query 0x003b PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"126","4.516814758","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"127","4.516815887","fe80::c8d:5120:59d1:acf5","ff02::1:ff4f:9e2b","ICMPv6","86","Neighbor Solicitation for fe80::c08:20b6:ed4f:9e2b from 42:40:2f:3b:6a:dc"
"128","4.516815878","172.17.60.60","224.0.0.251","MDNS","228","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"129","4.516815233","172.17.61.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"130","4.516815188","fe80::10e5:2a45:e038:5d6e","ff02::fb","MDNS","248","Standard query response 0x0000 TXT, cache flush NSEC, cache flush Prathamâ\200\231s MacBook Air._companion-link._tcp.local"
"131","4.516908635","172.17.60.222","224.0.0.251","MDNS","971","Standard query 0x0000 PTR _raop._tcp.local, ""QU"" question PTR 7A71B6E5E86E@Bhuvanâ\200\231s MacBook Pro._raop._tcp.local PTR 3CA6F63ADAA8@Nehaâ\200\231s MacBook Air._raop._tcp.local PTR EADAB2DD87BE@saankhyaâ\200\231s MacBook Air._raop._tcp.local PTR BAEF7D6E8922@Shantnuâ\200\231s MacBook Air._raop._tcp.local PTR 367E976F52FF@Shivanshâ\200\231s MacBook Air._raop._tcp.local PTR 16C960D9CE9E@ANUJâ\200\231s MacBook Air._raop._tcp.local PTR 829A55C06C91@Namanâ\200\231s MacBook Air._raop._tcp.local PTR C272F2DFE489@Arhamâ\200\231s MacBook Air._raop._tcp.local PTR F21323CCBD0A@Gauthamâ\200\231s MacBook Air._raop._tcp.local PTR 2A1C5861C896@Adityaâ\200\231s MacBook Air (3)._raop._tcp.local PTR C889F3AD4358@Varun VJ's Macbook Pro._raop._tcp.local PTR 1A2850C6B4E0@Prathamâ\200\231s MacBook Air._raop._tcp.local PTR 68CAC4B47B57@Joshuaâ\200\231s MacBook Air._raop._tcp.local PTR BA70F0A88B4E@Aadidevâ\200\231s iMac._raop._tcp.local PTR 02E6BB6CBF5C@ROHANâ\200\231s MacBook Air._raop._tcp.local PTR 0EB82583C07A@0X1622â\200\231s MacBook Air._raop._tcp.local PTR 0AE23E33325A@Saraâ\200\231s MacBook Air._raop._tcp.local PTR 06A439748982@Harshit's MacBook Air._raop._tcp.local"
"132","4.516910484","172.17.61.99","172.17.61.255","UDP","82","57621  >  57621 Len=40"
"133","4.516909197","172.17.61.78","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"134","4.516910754","fe80::90fa:17ff:fe1f:48d4","ff02::fb","MDNS","139","Standard query 0x003b PTR _googlecast._tcp.local, ""QM"" question PTR _CC1AD845._sub._googlecast._tcp.local, ""QM"" question PTR _CC32E753._sub._googlecast._tcp.local, ""QM"" question"
"135","4.516921511","172.17.60.125","224.0.0.251","MDNS","289","Standard query response 0x0000 PTR, cache flush Android.local PTR, cache flush Android.local A, cache flush 172.17.60.125 AAAA, cache flush fe80::6846:85ff:fe99:39ac NSEC, cache flush 125.60.17.172.in-addr.arpa NSEC, cache flush C.A.9.3.9.9.E.F.F.F.5.8.6.4.8.6.0.0.0.0.0.0.0.0.0.0.0.0.0.8.E.F.ip6.arpa NSEC, cache flush Android.local"
"136","4.516925250","fe80::1455:4424:feef:4c5a","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"137","4.516977382","LiteonTechno_65:b5:cb","Intel_30:32:07","ARP","56","Who has 169.254.169.254? Tell 172.17.61.61"
"138","4.516977741","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.183? Tell 172.17.60.1"
"139","4.577957808","172.17.61.50","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.251"
"140","4.593867737","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#4] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867222154 TSecr=3486572934"
"141","4.613386569","172.17.60.166","239.255.255.250","SSDP","212","M-SEARCH * HTTP/1.1 "
"142","4.648072556","fe80::3891:23ff:fed4:b780","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"143","4.701339808","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.61.183? Tell 172.17.60.1"
"144","4.842348983","172.17.61.200","57.144.151.32","TCP","149","[TCP Retransmission] 46126  >  443 [PSH, ACK] Seq=1 Ack=1 Win=50 Len=83 TSval=1538949668 TSecr=3716174741"
"145","4.847488354","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=1 Ack=84 Win=4798 Len=0 TSval=3716186937 TSecr=1538949668"
"146","4.847553427","172.17.61.200","57.144.151.32","TLSv1.2","128","Application Data"
"147","4.860289794","57.144.151.32","172.17.61.200","TCP","66","443  >  46126 [ACK] Seq=1 Ack=146 Win=4798 Len=0 TSval=3716186941 TSecr=1538949673"
"148","5.391276513","fe80::3891:23ff:fed4:b780","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"149","5.391289611","172.17.61.50","224.0.0.22","IGMPv3","56","Membership Report / Leave group 224.0.0.251"
"150","5.391289808","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"151","5.396547663","172.17.61.200","3.7.13.58","TLSv1.2","120","Application Data"
"152","5.397220941","172.17.61.200","3.7.13.58","TLSv1.2","120","Application Data"
"153","5.397521214","172.17.61.200","3.7.13.58","TLSv1.2","120","Application Data"
"154","5.399276810","3.7.13.58","172.17.61.200","TCP","66","443  >  60068 [ACK] Seq=1 Ack=130 Win=317 Len=0 TSval=3744523410 TSecr=1764734863"
"155","5.399277268","3.7.13.58","172.17.61.200","TCP","66","443  >  60052 [ACK] Seq=1 Ack=130 Win=340 Len=0 TSval=3744523410 TSecr=1764734862"
"156","5.399282929","3.7.13.58","172.17.61.200","TCP","66","443  >  60048 [ACK] Seq=1 Ack=130 Win=362 Len=0 TSval=3744523409 TSecr=1764734862"
"157","5.442444067","3.7.13.58","172.17.61.200","TLSv1.2","122","Application Data"
"158","5.442516154","172.17.61.200","3.7.13.58","TCP","66","60068  >  443 [ACK] Seq=130 Ack=57 Win=45 Len=0 TSval=1764734908 TSecr=3744523452"
"159","5.443308826","3.7.13.58","172.17.61.200","TLSv1.2","122","Application Data"
"160","5.443373038","172.17.61.200","3.7.13.58","TCP","66","60048  >  443 [ACK] Seq=130 Ack=57 Win=44 Len=0 TSval=1764734909 TSecr=3744523454"
"161","5.443376589","3.7.13.58","172.17.61.200","TLSv1.2","122","Application Data"
"162","5.443435553","172.17.61.200","3.7.13.58","TCP","66","60052  >  443 [ACK] Seq=130 Ack=57 Win=45 Len=0 TSval=1764734909 TSecr=3744523454"
"163","5.444720455","fe80::c8d:5120:59d1:acf5","ff02::1:ff4f:9e2b","ICMPv6","86","Neighbor Solicitation for fe80::c08:20b6:ed4f:9e2b from 42:40:2f:3b:6a:dc"
"164","5.594386501","172.17.61.200","104.16.10.34","TCP","66","[TCP Dup ACK 18#5] 47466  >  443 [ACK] Seq=1 Ack=1 Win=61 Len=0 TSval=3486628295 TSecr=1867222154"
"165","5.595711922","104.16.10.34","172.17.61.200","TCP","66","[TCP Dup ACK 19#5] 443  >  47466 [ACK] Seq=1 Ack=2 Win=295 Len=0 TSval=1867223165 TSecr=3486572934"
"166","5.595773583","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.49? Tell 172.17.60.1"
"167","5.599709001","fe80::1455:4424:feef:4c5a","ff02::2","ICMPv6","70","Router Solicitation from ce:22:b5:ab:cf:45"
"168","5.658806535","172.17.61.133","224.0.0.251","MDNS","78","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question"
"169","5.659115353","fe80::1455:4424:feef:4c5a","ff02::fb","MDNS","98","Standard query 0x0000 PTR _rdlink._tcp.local, ""QM"" question"
"170","5.746519109","172.17.61.200","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"171","5.747150636","fe80::6e94:a3eb:e94c:df68","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"172","5.906594619","IETF-VRRP-VRID_02","Intel_30:32:07","ARP","56","Who has 172.17.60.200? Tell 172.17.60.1"
"173","5.993646019","172.17.61.200","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"174","6.106543704","fe80::c09:31ad:3db9:9463","ff02::fb","MDNS","107","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"175","6.106787327","172.17.61.78","224.0.0.251","MDNS","87","Standard query 0x0000 PTR _spotify-connect._tcp.local, ""QM"" question"
"176","6.159429488","172.17.60.49","239.255.255.250","SSDP","143","M-SEARCH * HTTP/1.1 "
"177","6.163216473","172.17.61.78","239.255.255.250","SSDP","167","M-SEARCH * HTTP/1.1 "
"178","6.235869888","172.17.60.2","224.0.0.18","VRRP","60","Announcement (v2)"
"179","6.244620167","fe80::1c7b:a8d6:60ed:a476","ff02::16","ICMPv6","90","Multicast Listener Report Message v2"
"180","6.248656521","172.17.61.100","224.0.0.251","MDNS","100","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"181","6.249184409","fe80::1c7b:a8d6:60ed:a476","ff02::fb","MDNS","120","Standard query 0x0000 PTR _companion-link._tcp.local, ""QU"" question PTR _rdlink._tcp.local, ""QU"" question"
"182","6.396750384","172.17.61.200","3.7.13.58","TLSv1.2","120","Application Data"
"183","6.399414963","172.17.60.47","224.0.0.251","MDNS","117","Standard query response 0x0000 PTR 0X1622â\200\231s MacBook Air._companion-link._tcp.local"
"184","6.400565937","3.7.13.58","172.17.61.200","TCP","66","443  >  58864 [ACK] Seq=1 Ack=130 Win=317 Len=0 TSval=3744524411 TSecr=1764735862"
